PLAYER_NAME,BBR_PLAYER_ID,TEAM_ABBREVIATION,DWS,DBPM,DRB_PCT,STL_PCT,BLK_PCT
Noa Essengue,essenno01,CHI,0.0,-3.0,0.0,7.8,0.0
Kennedy Chandler,chandke01,UTA,0.0,-3.1,9.7,1.5,0.5
Patrick Baldwin Jr.,baldwpa01,PHI,0.0,-3.1,55.2,0.0,0.0
Chucky Hepburn,hepbuch01,TOR,0.0,-3.1,8.8,3.8,0.0
AJ Johnson,johnsaj01,WAS,0.0,-3.3,11.8,1.5,0.0
Tony Bradley,bradlto01,ATL,0.0,-3.3,16.2,0.0,0.0
Mo Bamba,bambamo01,2TM,0.0,-3.6,30.3,0.0,6.6
Anfernee Simons,simonan01,CHI,0.0,-3.7,7.4,0.0,1.0
Mo Bamba,bambamo01,UTA,0.0,-3.8,32.1,0.0,5.1
Alex Morales,moralal01,ORL,0.0,-3.8,9.4,0.0,0.0
Toby Okani,okanito01,MEM,0.0,-3.9,6.1,0.9,1.3
Bradley Beal,bealbr01,LAC,0.0,-3.9,2.8,1.2,0.0
Markelle Fultz,fultzma01,TOR,0.0,-4.0,3.2,2.7,0.0
Cam Thomas,thomaca02,BRK,0.0,-4.2,7.2,0.3,0.3
Josh Oduro,odurojo01,NOP,0.0,-4.3,15.9,0.0,0.0
Buddy Boeheim,boehebu01,OKC,0.0,-4.5,0.0,0.0,0.0
Mark Sears,searsma01,MIL,0.0,-4.6,4.3,0.0,0.0
Sean Pedulla,pedulse01,LAC,0.0,-4.9,11.0,0.0,0.0
Trevor Keels,keelstr01,MIA,0.0,-5.2,13.9,3.1,0.0
De'Andre Hunter,huntede01,SAC,0.0,-5.5,4.5,0.0,0.0
Bub Carrington,carrica01,WAS,-0.1,-2.5,11.7,1.1,0.7
CJ McCollum,mccolcj01,WAS,-0.1,-2.7,10.2,1.1,0.7
Tre Johnson,johnstr03,WAS,-0.1,-2.9,10.7,1.1,1.1
Sharife Cooper,coopesh01,WAS,-0.1,-2.9,10.6,1.1,0.6
Doug McDermott,mcderdo01,SAC,-0.1,-3.0,7.9,0.7,0.8
Jaden Hardy,hardyja02,WAS,-0.1,-4.5,8.1,0.7,0.7
Svi Mykhailiuk,mykhasv01,UTA,-0.2,-2.0,8.4,1.1,0.3
